id,artist,title,lyrics
5138841,Tame Impala,Lost In Yesterday,"When we were livin' in squalor, wasn't it Heaven?
Back when we used to get on it four out of seven
Now even though that was a time I hated from day one
Eventually, terrible memories turn into great ones
So if they call you, embrace them
If they hold you, erase them
'Cause it might've been somethin', who's to say?
Does it help to get lost in yesterday?
And you might've missed somethin', don't say
'Cause it has to be lost in yesterday
And you're gonna have to let it go someday
You've been diggin' it up like Groundhog Day
'Cause it might've been somethin', don't say
'Cause it has to be lost in yesterday
Matty said life didn't go the way that he planned it
Said, ""Oh, what I'd give to start over, boy, I'd command it
So, what was I ever afraid of? Why did I worry?
And why was I ever so brainless? Head in a flurry""
You might also like
'Cause if they call you, embrace them
If they stall you, erase them
'Cause it might've been somethin', who's to say?
Does it help to get lost in yesterday?
And you might've missed somethin', don't say
'Cause it has to be lost in yesterday
And you're gonna have to let it go someday
You've been diggin' it up like Groundhog Day
'Cause it might've been somethin', don't say
'Cause it has to get lost in yesterday
If it calls you, embrace it
If it haunts you, face it
I know it's mad, I understand
It's only Snakes and Ladders
The myriad you never had
There's only one that matters
And if it calls you, embrace it
If it holds you, erase it
Replace it"
2165824,Tame Impala,Love/Paranoia,"I may not be as honest as I ought to be
Now that, when the walls go up
I said it didn't worry me but it hit me like an arrow
Babe, to know, I could just be paranoid
Won't quell the desire to know what was really going on
""Does it really fucking matter, babe?"" is all you can ask me
Okay, fair play, here we go
I've heard those words before
Are you sure it was nothing
'Cause it made me feel like dying inside
Never thought I was insecure, but it's pure
Didn't notice until I was in love for real
Am I really gonna cross the line
Just to find what you're typing?
If only I could read your mind
Ooh, I'd be fine, I'd be normal
But now’s my time, gonna do it
And suddenly I'm the phony one
The only one with a problem
True love is bringing it out of me
The worst in me, and I know now
Do you remember the time we were
The time we were by the ocean?
I didn't care if it was day or night
The world was right where I wanted
You might also like
Girl, I'm sorry
Babe, I'm really, really sorry"
2165800,Tame Impala,The Moment,"In the end, it's stronger than I know how to be
And I can't just spend my whole lifetime wondering
I fell in love with the sound of my heels on the wooden floor
I don't want our footsteps to be silent anymore
Want them to be in the moment
Storm clouds are closing
In the end, it’s coming, there’s nothing left to do
But I'm still not certain, just how I'm gonna feel
I'll only know in the moment (Ooh)
Anticipation growing (Ooh)
It's getting closer
Ooh, it's getting closer
It's getting closer (I'm not ready)
Ooh, it's getting closer (I need a little more time)
You might also like
It's getting closer (Closer, every day, don't cry, we'll be okay)
Ooh, it's getting closer (Closer, wall of the dam, hold on and breathe if you can)
It's getting closer (Closer; I'm not ready)
Ooh, it's getting closer (Closer; breathe if you can; I need a little more time)
It's getting closer (Closer; I'm not ready)
It's getting closer (Closer; I need a little more time)
It's getting closer
Ooh, it's getting closer"
93233,Tame Impala,Elephant,"Well, he feels like an elephant
Shaking his big grey trunk for the hell of it
He knows that you're dreamin' about being loved by him
Too bad your chances are slim
And it's not like Mr. Shuck
To get shy when they ask him who is on top
There must be something deep down in the dark down there
But he's not too easily scared
He's got friends but they got the fear
Wouldn't care too much if he just disappeared
Oh look, hey, there he is now coming down the stairs
(Here he comes)
He pulled the mirrors off his Cadillac (Yeah)
'Cause he doesn't like it looking like he looks back
He talks like his opinion is a simple fact
Somebody grabbed his collar
He cried the whole way home
No one remembered a thing when they saw him again
That's how it is 'til the end (Yeah)"
5108762,Tame Impala,Breathe Deeper,"If you think I couldn't hold my own, believe me, I can
Believe me, I can, believe me, I can
If it ain't so awful and we're all together, I can
Believe me, I can, believe me, I can
If you think I couldn't roll with you, believe me, I can
Believe me, I can, believe me, I can
If ideally we should feel like this forever, I can
Believe me, I can, believe me, I can
(And she said) Seems you're coming on
Breathe a little deeper
Should you need to come undone
And let those colours run
(And she said) Now you're having fun
So do this and get through this
And come find me when you're done
So we can be as one
If you think I couldn't hold my own, believe me, I can
Believe me, I can, believe me, I can
If you need someone to tell you that you're special, I can
Believe me, I can, believe me, I can
If you need someone to carry on, believe me, I can
Believe me, I can, believe me, I can
If you think no one is feeling what you're feeling, I am
Believe me, I am, believe me, I am
You might also like
And the groove is low
(And she said) Seems you're coming on
Breathe a little deeper
Should you need to come undone
And let those colours run
Now you're having fun
So do this and get through this (And the groove is low)
And come find me when you're done
So we can be as one
Telemona
Telemona, oh
And the groove is low
Telemona
And the groove is low
Seems you're coming on
Breathe a little deeper
Should you need to come undone (Telemona)
And let those colours run
Now you're having fun (Telemona)
Do this and get through this
And until we see the sun (And the groove is low)
You're my number one
Telemona
(And she said)
And the groove is low
Telemona
And the groove is low
We're both adults while we behave like children
Long as we got enough to keep on living
Telemona
Telemona"
2165806,Tame Impala,Past Life,"I was picking up a suit from the dry cleaners
Which is standard for me, Thursday, 12:30
I've got a pretty solid routine these days
I don't know, it just works for me
Anyway, I was leaving, I was getting in my car
And I went to adjust the rear-view mirror
But, in its reflection, just for a second
I saw a figure, started to trigger
Memories flooded back, stopped me in my tracks
""Who was that?"" It was my lover
A lover from a past life
From a past life
Feel like I saw a ghost
From a past life
So unexpected
From a past life
I was transfixed
From a past life
Well, somewhere between a lover and a friend
It was different back then
Surreal, poetic but uncertain
Like a bizarre chick-flick with a confusing end
But I shut it down, closed it off
The sounds and smells I made myself forget
A cheap solution to black out regret
But it was real, it just feels like a past life
You might also like
From a past life
Crazy
From a past life
It takes a lot to trip me out
(I always wondered if you wanted my love)
For the first time in a long time
(I always wondered if you wanted my love)
So I go about my day as normal
But I can't seem to pass it off as just a random event
It consumes me
I thought I was moving on, but I guess I was just switching off
And now I see my life as the banal slog it instantly became
And I don't know if I can go on the same
But I don't wanna dig up old bones
I mean, I don't even know if she has the same phone number
Who knows? Maybe she does
From a past life
I guess there's no harm in trying
From a past life
What's the worst that could happen?
(I always wondered if you wanted my love)
For the first time
In a long time
(I tried to say it but it never came out right)
Past life
From a past life
(You're not a stranger if you're always on my mind)
For the first time
(I know it's late, it just didn't feel right)
In a long time
Hello?"
135690,Tame Impala,Mind Mischief,"Feels like my life is ready to blow
Me and my love, we'll take it slow
I hope she knows that I'll love her long
I just don't know where the hell I belong (No, no)
How optimism led me astray
Two hundred things I took the wrong way
But I saw her love gauge runnin' low
I tried to fill but it overflowed
Feels like my life is ready to blow
Me and my lover taking it slow
I hope she knows that I'll love her long
I just don't know where the hell I belong
She remembers my name
Could be blown way out
It's all going to change
She remembers my name
But she was only messing around
Please, no more playing with my heart
Ooh, go Mr. Right just for once
(Then it all just came out)
Ooh, no more mischief with my mind
(Guess I'll hold in, next time...)
You might also like
No more gettin' it wrong
I'll be frozen, here on
If forever, we'll see
No more guessin' for me
Oh, I was just so sure of everything
Oh, that's what you get for dreamin' aloud
(Then it all just came out)
(Guess I'll hold in, now on)
(If forever, we'll see)
Oh, the day that words are clearer for me
(But no more guessing for me)"
4973470,Tame Impala,It Might Be Time,"Something doesn't feel right
That's enough for one night
Hope y'all get home alright
There I go, blamin' on the weather
But hey, there's nothin' wrong
I'm only tired of all these voices
Always sayin' nothing lasts forever
It might be time to face it
It ain't as fun as it used to be, no
You're goin' under
You ain't as young as you used to be
It might be time to face it
You ain't as cool as you used to be, no
You won't recover
You ain't as young as you used to be
It might be time to face it
It might be time to face it
I've been lost before
So tell me it's not over
'Cause I finally got somethin' goin'
And suddenly
All my friends are growin' up
And movin' on
I must be missin' somethin'
You might also like
'Cause I just wanna keep this dream alive for now
Don't they know nothin' lasts forever?
It might be time to face it
Nobody knows what you've come here for, no
You're goin' under
They roll their eyes when you're at the door
It might be time
It might be time to face it (Yeah)
You may as well embrace it
We promise to come visit (Yeah)
It might be time
It might be time to face it (Yeah)
You ain't as fun as you used to be
You won't recover
You ain't as cool as you used to be
It might be time to face it
It might be time to face it"
5110376,Tame Impala,Is It True,"We were hangin' in the morning
Feelin' all different kinds of things
We were talkin' about everything
From the past to the happenin'
We started talkin' 'bout devotion
The kind that goes on eternally
And I tell her I'm in love with her
But how can I know that I'll always be?
She just said, ""Is it true? Is it true? Tell me now""
That's a promise I can't make and I won't validate
Was I in some kind of mood? I don't know, I don't care
Now I'm sleeping in my room, here I am, back again
She's in my
I was happy just listening
No intention to be mentioning
We started talkin' 'bout the future
Not the notion I was motioning
I'm just so terrified to face up
Like any moment I might wake up
'Cause she's the only thing I think of
I told my mother that I love her
You might also like
She just said, ""Is it true? Is it true? Tell me now""
That's a promise I can't make and I won't validate
Was I being immature? I don't know, I don't care
Now I'm sleeping in my room, here I am, back again
She's in my—
In my—
I said, ""We'll see, we'll see"" (In my—)
We'll see
Ah, we'll see
We'll see
We'll see, we'll see, we'll see
See how we go
Until we know what the future holds
Ah, we'll see
We'll see
We'll see, we'll see, we'll see"
4412281,Tame Impala,Patience,"Has it really been that long?
Did I count the days wrong?
Did we just go 'round and 'round
All the way to step one?
They would ask me all the time
Every time the show's up
""So what you doin' with your life?""
It ain't givin' up
Just growin' up in stages
(Lay down, low down)
Livin' life in phases
Another season changes
And still, my days are shapeless
It's always drive straight, don't be late
'Cause time waits for no one
I should be flying straight, with no delay
'Cause time takes from everyone
I'm just laying here
Waiting for a change to come
Take us to the place
Takin' us where we would have gone
You might also like
They would ask me all the time
Showin' up in ages
""So what you doin' with your life?""
Call it givin' up
I'm just growin' up in stages
(Lay down, low down)
Livin' life in phases
Another season changes
And still, my ways are aimless, I know
We're growin' up in stages
And I'm runnin' out of patience
Growin' up
It's always drive straight, don't be late
'Cause time waits for no one
I should be flying straight, with no delay
'Cause time takes from everyone"
1780161,Tame Impala,Disciples,"'Cause I was nervous, sure
But it's something I'm used to
And I could tell by your face
No one's ever been rude to you
When I could tell you things
That I can't say to anyone
And you came home today
But you didn't stay very long
Now it's like the world owes you
Walking around like everybody should know you
I wanna be like we used to
But now you're worried whose audience will lose you
And I had no idea
What that feeling could do to you
And I could tell you've changed
By the people around you
I used to take the long way
Just so I could walk past your door
I used to wait outside
But I guess I won't anymore
You might also like
There's so much I wanna tell you
So long, I wanna be there"
2165812,Tame Impala,Nangs,"But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?"
2167216,Tame Impala,Reality in Motion,"I'm edging closer, shivers all over
It's way too real, I'm way too sober
Usually they've got you covered all over
Lack of composure, I'm walking over
What will I do?
I never had a chance to
There's no one else around you
Not that I was waiting, vision ever fading
Heading for the deep end
Soon as I remember, baby, I surrender
I just need to breathe out
Decisions are approaching, reality in motion
Tryna be patient but I'm feeling ancient
Tryna control the way that I'm facing
Suppose that I didn't care anymore
Fate can decide, I can ignore
I'll just pretend that I always knew
That I had the chance to
You might also like
There's no one else around you
Not that I was waiting, vision ever fading
Making such a promise
Only leads to heartache, closer to an earthquake
Talked about in Hollywood
Tryna stay in motion
It made my heart run in circles and overflow
And I was closer than ever to letting go
It made my heart run in circles and overdrive
And I was closer than ever to feeling alive
It made my heart run in circles and overflow
And I was closer than ever to letting go
It made my heart run in circles and overdrive
And I was closer than ever to feeling alive
There's no one else around you
Not that I was waiting, vision ever fading
Heading for the deep end
Soon as I remember, baby, I surrender
I just need to breathe out
Decision are approaching, reality in motion
Let's not think about it
Put your arms around me, I can sense you doubt me
You don't need to promise
That only leads to heartache, closer to an earthquake
Talked about in Hollywood
All there's left to do
All there's left to do, all there's left to do
All there's left to do, all there's left to do
All there's left to do, all there's left to do
All there's left to do, all there's left to do
All there's left—"
5175146,Tame Impala,One More Hour,"Just a moment
Right before all the song and dance
Wasn't brave enough to tell you
But there ain't gonna be another chance
It's not long until (All that I have)
And everything's still (One more hour)
Minutes are racing, whatever I've done
I did it for love (All that I have)
I did it for fun (One more hour)
Couldn't get enough (All that I have)
I did it for fame (One more hour)
But never for money
Not for houses, not for her
Not for my future children
Until now
How could I love again?
How could I ever ask for more?
And to the road ahead
Into a life I can't ignore
(Lose her) How could I love again?
(Move on) How can I walk this path for sure?
(Lose her) With no more time to spare
(Move on) I know the answer more and more
You might also like
As long as I can, long as I can
Spend some time alone
As long as I can, long as I can
Be the man I am
Ooh, life is strange
For one more hour
I can rage
For one more hour
As long as I can (Lose her), as long as I can (Move on)
Spend some time alone
As long as I can (Lose her), as long as I can (Move on)
Remember who I am
As long as I can (Lose her), as long as I can (Move on)
Spend some time alone
As long as I can (How could I love again?), as long as I can
Be the man I am
Just a minute, fella, right before you go out there
All your voices said you wouldn't last a minute bare
One more hour and you'll know your life is one to share
Just a minute, baby, right before we go from here
All those people said we wouldn't last a minute near
I'm with you and I could roll into another year
Just a minute, fella, right before you go out there
All your voices said you wouldn't last a minute bare
One more hour and you'll know your life is one to share
Just a minute, baby, right before we go from here
All those people said we wouldn't last a minute near
I'm with you and I could roll into another year
Just a minute, fella, right before you go out there
All your voices said you wouldn't last a minute bare"
136103,Tame Impala,Apocalypse Dreams,"This could be the day that we push through
It could be the day that all our dreams come true
For me and you
Till we're at the end of just another day
Are you too terrified to try your best?
Just to end up with an educated guess
Like success
Like those times you wake up mystified
Oh, it feels so real in my sleep
Never held something so close I couldn't keep
Into the day, the strangest feeling
Do you really live without the fear that
Everything is changing
And there's nothing I can do
My world is turning pages
While I am just sitting here
Well, am I getting closer?
Will I ever get there?
Does it even matter?
You might also like
Do I really need it?
Push it out the window
On and on, we all go
(This could be the day that we push through)
Into another morning
Doesn't even matter
It was only yesterday
(It could be the day that all our dreams come true)
Didn't even know you
Now I'm gonna miss you
(Oh, it feels so real in my sleep
Never held something so close I couldn't...)
Nothing ever changes
No matter how long you do your hair
Looks the same to everyone else
Everything is changing
I guess I should warn my mum
But she'll just be excited"
5175455,Tame Impala,On Track,"I close my front door and turn on the light
I let out a breath and hold in a sigh
Ain't nothin' new, ain't that much in sight
And if I'm counting days, dream fruition ain't what it's looking like
But strictly speaking, I'm still on track
Strictly speaking, I'm holding on
More than a minor setback
But strictly speaking, I'm still on track
And all of my dreams are still in sight
'Cause strictly speaking, I've got my whole life
I lost a wheel a while back
But strictly speaking, I'm still on track
Challenges falling in my lap
Strung out again, but still on track
I know it's unrealistic, over-optimistic
I know I tried before this, I know it's nearly August
I know I can't ignore this, looking forward to all this
Sayin', ""Babe, I just adore this"" and, ""Babe, can we afford this?""
I know it's been a slow year, nothin' much to show here
I didn't really go for it, so not a lot to show for it
You might also like
The hardest part is over, adjusting makes it slower
So glad you're comin' over, a wall to bring us closer
The world ain't waitin' for ya, nothin' to lose it over
We're just a little older, the rest comes easy
The rest comes easy
('Cause life's like that)
But strictly speaking, I'm still on track
Strictly speaking, I'm holding back
Troubles keep falling in my lap
Yeah, but strictly speaking, I'm still on track
So tell everyone I'll be alright
'Cause strictly speaking, I've got my whole life
More than one major setback
But strictly speaking, I'm still on track (Yeah)
The hardest part is over, adjusting makes it slower (Ooh)
So glad you're comin' over, a wall to bring us closer (Still on track, motherfucker)
The world ain't waitin' for ya, nothin' to lose it over
We're just a little older, the rest gets easy
The rest gets easy"
136131,Tame Impala,It Is Not Meant To Be,"I wanted her, I wanted her
But she doesn't like the life that I lead
She doesn't like the life that I lead
Doesn't like sand stuck on her feet
Or sittin' around smokin' weed
I must seem more like a friend in need
And I boast that it is meant to be
But, in all honesty, I don't have a hope in hell
I'm happy just to watch her move
And in all honesty, I don't have a hope in hell
I'm happy just to watch her move
And she doesn't like the friends that I make
Doesn't make friends for friendship's sake
She just gets bored sitting by the lake
Her soul won't surface and her heart won't ache
And I boast that it is meant to be
But, in all honesty, I don't have a hope in hell
I'm happy just to watch her move
You might also like
And I thought they could cure his disease
But, in all honesty, he didn't have a hope in hell
Now we'll never see him move"
